COUNTRY,DATE_IMPLEMENTED,CATEGORY,MEASURE,COMMENTS
Sri Lanka,2020-05-22,Movement restrictions,Curfews,Islandwide curfew imposed in Sri Lanka on Sunday and Monday
Sri Lanka,2020-05-22,Public health measures,Strengthening the public health system,Retirement age of doctors extended to 61 years
Sri Lanka,2020-05-22,Movement restrictions,Border closure,Systematic repatriation programme to be implemented
Sri Lanka,2020-05-23,Social distancing,Closure of businesses and public services,"Approvals for Mattala and Ratmalana Airports for Technical Landings,Refueling,Crew Rest"
Sri Lanka,2020-05-23,Movement restrictions,Additional health/documents requirements upon arrival,At the entry and until they exit from Sri Lanka the crew is required to adhere to the following procedures detailed by the Quarantine Unit � Ministry of Health Sri Lanka and CAASL.
Sri Lanka,2020-05-23,Public health measures,Isolation and quarantine policies,At the entry and until they exit from Sri Lanka the crew is required to adhere to the following procedures detailed by the Quarantine Unit � Ministry of Health Sri Lanka and CAASL.
Sri Lanka,2020-05-23,Governance and socio-economic measures,Economic measures,Amidst dire financial restraints the government took measures to grant the Rs. 5000 allowance to the people
Sri Lanka,2020-05-25,Governance and socio-economic measures,Economic measures,Sri Lankan and Indian Trade Bodies to promote bilateral Trade and Investment post COVID19
Sri Lanka,2020-05-25,Social distancing,Closure of businesses and public services,The Department of Fisheries has decided to permit small scale fishing boats to engage in fishing activities for small fishermen from today
Sri Lanka,2020-05-25,Movement restrictions,Curfews,"Curfew will be effective only between 10.00pm to 4.00am daily in all the districts in the island from tomorrow, Tuesday, May 26th onwards until further notice"
Sri Lanka,2020-05-25,Public health measures,General recommendations,The Government requested the public to adhere to health recommendations while engaging in their daily activities even after the curfew is relaxed.
Sri Lanka,2020-05-25,Movement restrictions,Domestic travel restrictions,"Traveling between districts except in the two districts of Colombo and Gampaha will be permitted from tomorrow, Tuesday, the May 26th."
Sri Lanka,2020-05-25,Social distancing,Closure of businesses and public services,Heads of state and private sector entities are free to decide on the number and categories of workers to be called for work in consideration of the nature of the services they provide and health guidelines.
Sri Lanka,2020-05-25,Public health measures,Strengthening the public health system,"Samsung, Dialog and MyDoctor partner with Ministry of Health to enable telemedicine services at 16 key hospitals"
Sri Lanka,2020-05-28,Public health measures,Awareness campaigns,�Combat Covid-19 with a New Style of Life� guidelines published
Sri Lanka,2020-05-28,Governance and socio-economic measures,Economic measures,New Maximum Retail Prices of rice gazetted
Sri Lanka,2020-05-29,Public health measures,Strengthening the public health system,"China donates 125,000 face masks to Sri Lankan school children before schools reopen"
Sri Lanka,2020-05-29,Governance and socio-economic measures,Economic measures,Sri Lanka President underscores need for unconditional budget support from international lenders to revive economy
Sri Lanka,2020-05-29,Governance and socio-economic measures,Limit product imports/exports,Sri Lanka's Lion Brewery resumes exports after 2-month lockdown
Sri Lanka,2020-05-29,Governance and socio-economic measures,Limit product imports/exports,Cabinet nod for gazette on limiting imports
Sri Lanka,2020-05-31,Movement restrictions,Curfews,"Sri Lanka will re-impose the curfew islandwide on Sunday, May 31st after observing a spike in the positive COVID-19 cases, mostly among the expatriated Sri Lankans. Curfew will be effective in the island till Saturday, June 6th and afterwards, the President�s Media Division announced."
Sri Lanka,2020-06-04,Public health measures,Other public health measures enforced,officials to send returnees from foreign countries for quarantine only after results of PCR tests conducted at the airport itself are known.
Sri Lanka,2020-06-05,Governance and socio-economic measures,Economic measures,Sri Lanka central bank cuts rates by another 50 bps to support economy
Sri Lanka,2020-06-05,Public health measures,Testing policy,testing and quarantine procedures for the members of the Diplomatic corps based/attached in Colombo when they enter/re-enter Sri Lanka
Sri Lanka,2020-06-05,Public health measures,Isolation and quarantine policies,testing and quarantine procedures for the members of the Diplomatic corps based/attached in Colombo when they enter/re-enter Sri Lanka
Sri Lanka,2020-06-06,Movement restrictions,Curfews,all districts of the island curfew will be effective from 11.00 pm to 4.00 daily until further notice
Sri Lanka,2020-06-08,Social distancing,Closure of businesses and public services,"Public transport, including trains and buses, return to normal"
Sri Lanka,2020-06-09,Public health measures,Strengthening the public health system,Sri Lanka frontline health workers to get a vacation in five-star hotel
Sri Lanka,2020-06-11,Governance and socio-economic measures,Economic measures,ComBank launches another special loan scheme for COVID-19 affected micro businesses
Sri Lanka,2020-06-11,Governance and socio-economic measures,Economic measures,"Cabinet approves Rs. 16 billion loan to provide relief for over 144,000 employees in tourism sector affected by COVID-19"
Sri Lanka,2020-06-11,Governance and socio-economic measures,Economic measures,ADB approves $3 million grant to assist Sri Lanka�s response to COVID-19
Sri Lanka,2020-06-12,Social distancing,Closure of businesses and public services,Permission granted to open religious places
Sri Lanka,2020-06-15,Social distancing,Closure of businesses and public services,Sri Lanka to reopen botanical gardens and national parks on 15th June
Sri Lanka,2020-06-17,Movement restrictions,Surveillance and monitoring,Navy on high alert to thwart asylum seekers from virus hit countries
Sri Lanka,2020-06-18,Governance and socio-economic measures,Economic measures,The Central Bank of Sri Lanka Implements New Credit Schemes to Support the Revival of the Economy
Sri Lanka,2020-06-18,Governance and socio-economic measures,Economic measures,Central Bank initiates new schemes to support revival of economy adhering to President�s guidelines
Sri Lanka,2020-06-18,Governance and socio-economic measures,Economic measures,President directs State Banks to utilize reliefs given by Central Bank to strengthen economy and people
Sri Lanka,2020-06-19,Governance and socio-economic measures,Economic measures,Bank of Ceylon slashes rates for lending facilities with immediate effect
Sri Lanka,2020-06-24,Governance and socio-economic measures,Limit product imports/exports,Opportunity is now open to commence productions in many sectors with the limiting of imports of several non-essential items
Sri Lanka,2020-06-24,Governance and socio-economic measures,Economic measures,The Government apparatus is geared to assist the industrial sector. The ground work including the provision of loans at single digit interest rate has been laid. President Rajapaksa said he expects the industrialists to show results by manufacturing an array of goods ranging from brooms to medical drugs domestically.
Sri Lanka,2020-06-24,Governance and socio-economic measures,Economic measures,"Central Bank Approved Rs. 28 billion loans at 4% among 13,861 businesses affected by the COVID-19 Outbreak"
Sri Lanka,2020-06-25,Governance and socio-economic measures,Economic measures,"Central Bank Approved Rs. 28 billion loans at 4% among 13,861 businesses affected by the COVID-19 Outbreak"
Sri Lanka,2020-06-27,Social distancing,Closure of businesses and public services,Sri Lanka to reopen movie theaters on June 27
Sri Lanka,2020-06-29,Social distancing,Limit public gatherings,Permission granted to resume tuition classes. maximum number of students able to attend one tuition class is limited to 100
Sri Lanka,2020-06-29,Social distancing,Limit public gatherings,maximum number of people attending religious gatherings or entering religious places including the buildings and outdoor areas while maintaining physical distance safeguarding personal health is limited to 50.
Sri Lanka,2020-06-29,Social distancing,Schools closure,Sri Lanka to re-open schools in four stages from 29th June
Sri Lanka,2020-06-29,Public health measures,Awareness campaigns,NOCPCO Head Appeals the Public to Continue Health Precautions & Guidelines
Sri Lanka,2020-07-03,Public health measures,Strengthening the public health system,MRI gets fully automated PCR machine to detect COVID-19
Sri Lanka,2020-07-03,Movement restrictions,Surveillance and monitoring,"Over 2,000 Police officers deployed to catch people without face masks. persons, who are seen in public places without facemasks, would be directed for compulsory 14-day self-quarantine at their homes under the observation of the nearest Police Stations."
Sri Lanka,2020-07-03,Public health measures,Strengthening the public health system,MRI gets fully automated PCR machine to detect COVID-19
Sri Lanka,2020-07-04,Movement restrictions,Surveillance and monitoring,Sri Lanka increases surveillance along northern coast to prevent refugees returning from India
Sri Lanka,2020-07-05,Governance and socio-economic measures,Limit product imports/exports,Grain imports halted: Now grow more and earn more -President tells Rajarata farmers
Sri Lanka,2020-07-06,Social distancing,Schools closure,Vocational training centers to be reopened on July 6
Sri Lanka,2020-07-06,Social distancing,Schools closure,all universities will be able to commence their studies from today (July 06) except for the first year students.
Sri Lanka,2020-07-06,Social distancing,Schools closure,"Schools to reopen tomorrow for 800,000 students"
Sri Lanka,2020-07-08,Governance and socio-economic measures,Economic measures,Government decides to bear part of the increased electricity bills
Sri Lanka,2020-07-09,Governance and socio-economic measures,Economic measures,Sri Lanka Central Bank further relaxes policy rates by 100 bps to support rapid recovery of economy
Sri Lanka,2020-07-09,Public health measures,Strengthening the public health system,New PCR testing laboratory established at Katunayake airport
Sri Lanka,2020-07-10,Governance and socio-economic measures,Economic measures,Sri Lanka Central Bank approves over Rs. 60 billion working capital loans to COVID-19 affected businesses
Sri Lanka,2020-07-12,Social distancing,Schools closure,Sri Lanka closes schools again for a week as risk of COVID-19 spreading rises
Sri Lanka,2020-07-15,Social distancing,Closure of businesses and public services,Theatres permitted to open for concerts and stage plays at 50% seating
Sri Lanka,2020-07-15,Public health measures,Awareness campaigns,Adherence to health guidelines at work places: President says heads are accountable
Sri Lanka,2020-07-18,Governance and socio-economic measures,Economic measures,Extension of the agreed period regarding the private sector salary payment in the crisis caused by the Covid-19 Epidemic
Sri Lanka,2020-07-18,Governance and socio-economic measures,Emergency administrative structures activated or established,Corona Virus Disease 2019 (COVID-19) (Elections) Regulation
Sri Lanka,2020-07-25,Governance and socio-economic measures,Economic measures,Foreign Minister Gunawardena and UK�s International Trade Minister discusses stepping up bilateral trade and investment ties with the UK
Sri Lanka,2020-08-01,Movement restrictions,Border closure,Sri Lanka Tourism readies to welcome tourists from 1st Aug 2020
Sri Lanka,2020-08-01,Public health measures,Health screenings in airports and border crossings,Tourists: A negative PCR test is required prior to boarding your flight and on arrival in Sri Lanka. The test should be no older than 72 hours prior to boarding.
Sri Lanka,2020-08-01,Public health measures,Other public health measures enforced,Tourists: A negative PCR test is required prior to boarding your flight and on arrival in Sri Lanka. The test should be no older than 72 hours prior to boarding.
Sri Lanka,2020-08-01,Public health measures,Isolation and quarantine policies,Tourists: There is no quarantine on arrival unless symptoms are detected.
Sri Lanka,2020-08-01,Public health measures,Testing policy,Tourists: A further test will be done 4-5 days after arrival by a mobile unit in coordination with your Certified Accommodation provider.
Sri Lanka,2020-08-01,Public health measures,Testing policy,Travelers staying for more than 10 days will be required to take a third test during their stay.
Sri Lanka,2020-08-01,Movement restrictions,International flights suspension,"Tourists: Bandaranaike International Airport [BIA], Colombo Ratmalana Airport [RMA] and Mattala Rajapaksa Hambantota Airport [MRIA] will be operating for tourist arrivals from Aug 1st 2020"
Sri Lanka,2020-08-01,Public health measures,Isolation and quarantine policies,"Tourists: In case of a positive PCR result, quarantine in a designated hotel or hospitalisation will take place depending on the details of the case. Quarantine would usually be 14 to 21 days if symptoms are detected."
Sri Lanka,2020-08-01,Social distancing,Closure of businesses and public services,Tourists not to use public transport
Sri Lanka,2020-08-05,Public health measures,Strengthening the public health system,Over 8000 health sector deployed for election health safety duties
Sri Lanka,2020-08-09,Movement restrictions,International flights suspension,Sri Lanka�s Mattala International Airport commences cargo flights
Sri Lanka,2020-08-10,Public health measures,Strengthening the public health system,The Ministry of Education has released a compact disc containing instructions for prevention of COVID-19 recently and taken measures to provide the CD to all the schools in the country.
Sri Lanka,2020-08-10,Social distancing,Schools closure,Sri Lanka�s all government schools re-open today for all grades nearly five months after they were first closed due to the risk of coronavirus spreading in the country.
Sri Lanka,2020-08-12,Movement restrictions,Surveillance and monitoring,"Sri Lanka Tourism confirmed that the all-inclusive Sri Lanka Tourism app is now ready and awaiting authorization from the Immigration and Emigration Department to be linked with the online visa process. �This will really help us in tracking down the movements of the travelers entering the country post COVID-19. Although no decision has been made yet on the exact date of the reopening of the airport, there were several procedures that needed to be addressed and now almost all had been sorted out�"
Sri Lanka,2020-08-15,Social distancing,Changes in prison-related policies,The Department of Prisons has announced that the ban on visitors to see inmates in prisons will be lifted from next Saturday (15).
